Date : 2023-12-11 18:20:23
Directory : c:\Users\haoti\Documents\GitHub\blockgamev2
Total : 145 files,  456 codes, -10 comments, 93 blanks, all 539 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| src\ReplicatedStorage\BehaviorPacks\Cubic\Blocks                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\Crafting                                                                                                      |          1 |         50 |          0 |          6 |         56 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\Entities                                                                                                      |          3 |         90 |          0 |         12 |        102 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\Features                                                                                                      |          1 |         70 |          1 |          2 |         73 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\Items                                                                                                         |          1 |          1 |          0 |          0 |          1 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration                                                                                               |         17 |      2,630 |          0 |          6 |      2,636 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c                                                                                             |         17 |      2,630 |          0 |          6 |      2,636 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c (Files)                                                                                     |          1 |         41 |          0 |          1 |         42 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function                                                                            |         15 |      2,316 |          0 |          1 |      2,317 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function (Files)                                                                    |          4 |         28 |          0 |          0 |         28 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld                                                                  |         11 |      2,288 |          0 |          1 |      2,289 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise_settings                                                                              |          1 |        273 |          0 |          4 |        277 |
| src\ReplicatedStorage\Chunk                                                                                                                             |          1 |         46 |          1 |          5 |         52 |
| src\ReplicatedStorage\ChunkV2                                                                                                                           |          1 |        -46 |         -1 |         -5 |        -52 |
| src\ReplicatedStorage\EntityHandler                                                                                                                     |         15 |      1,791 |         41 |         61 |      1,893 |
| src\ReplicatedStorage\EntityHandler (Files)                                                                                                             |          7 |      1,190 |         29 |         40 |      1,259 |
| src\ReplicatedStorage\EntityHandlerV2                                                                                                                   |         15 |     -1,791 |        -42 |        -60 |     -1,893 |
| src\ReplicatedStorage\EntityHandlerV2 (Files)                                                                                                           |          7 |     -1,189 |        -30 |        -39 |     -1,258 |
| src\ReplicatedStorage\EntityHandlerV2\EntityReplicator                                                                                                  |          8 |       -602 |        -12 |        -21 |       -635 |
| src\ReplicatedStorage\EntityHandler\EntityReplicator                                                                                                    |          8 |        601 |         12 |         21 |        634 |
| src\ReplicatedStorage\Events                                                                                                                            |         12 |        -24 |          0 |         -9 |        -33 |
| src\ReplicatedStorage\Libarys                                                                                                                           |          2 |          6 |          6 |          6 |         18 |
| src\ReplicatedStorage\Libarys (Files)                                                                                                                   |          1 |         62 |          6 |          7 |         75 |
| src\ReplicatedStorage\Libarys\ModingRemote                                                                                                              |          1 |        -56 |          0 |         -1 |        -57 |
| src\ReplicatedStorage\Utils                                                                                                                             |          2 |         75 |          0 |          3 |         78 |
| src\ServerScriptService                                                                                                                                 |          2 |          0 |          0 |          0 |          0 |
| src\ServerStorage                                                                                                                                       |         29 |        924 |          8 |        101 |      1,033 |
| src\ServerStorage\Generation                                                                                                                            |         19 |        520 |          2 |         69 |        591 |
| src\ServerStorage\Generation (Files)                                                                                                                    |          1 |         29 |          0 |         11 |         40 |
| src\ServerStorage\Generation\generation                                                                                                                 |         16 |        397 |          2 |         46 |        445 |
| src\ServerStorage\Generation\generation\biomes                                                                                                          |         15 |        351 |          1 |         40 |        392 |
| src\ServerStorage\Generation\generation\biomes (Files)                                                                                                  |          3 |         87 |          1 |         10 |         98 |
| src\ServerStorage\Generation\generation\biomes\layers                                                                                                   |         12 |        264 |          0 |         30 |        294 |
| src\ServerStorage\Generation\generation\biomes\layers (Files)                                                                                           |          1 |         57 |          0 |          0 |         57 |
| src\ServerStorage\Generation\generation\biomes\layers\land                                                                                              |          3 |         58 |          0 |          2 |         60 |
| src\ServerStorage\Generation\generation\biomes\layers\noise                                                                                             |          1 |         14 |          0 |          2 |         16 |
| src\ServerStorage\Generation\generation\biomes\layers\scale                                                                                             |          3 |         73 |          0 |         15 |         88 |
| src\ServerStorage\Generation\generation\biomes\layers\temperature                                                                                       |          4 |         62 |          0 |         11 |         73 |
| src\ServerStorage\Generation\generation\terrian                                                                                                         |          1 |         46 |          1 |          6 |         53 |
| src\ServerStorage\Generation\math                                                                                                                       |          2 |         94 |          0 |         12 |        106 |
| src\ServerStorage\core                                                                                                                                  |         10 |        404 |          6 |         32 |        442 |
| src\ServerStorage\core\Chunk                                                                                                                            |         10 |        404 |          6 |         32 |        442 |
| src\ServerStorage\core\Chunk\Generator                                                                                                                  |         10 |        404 |          6 |         32 |        442 |
| src\ServerStorage\core\Chunk\Generator (Files)                                                                                                          |          6 |        382 |          6 |         30 |        418 |
| src\ServerStorage\core\Chunk\Generator\Actor                                                                                                            |          4 |         22 |          0 |          2 |         24 |
| src\StarterPlayer                                                                                                                                       |          4 |          0 |         -6 |         -3 |         -9 |
| src\StarterPlayer\StarterPlayerScripts                                                                                                                  |          4 |          0 |         -6 |         -3 |         -9 |
| src\StarterPlayer\StarterPlayerScripts\Render                                                                                                           |          1 |         28 |          0 |          2 |         30 |
| src\StarterPlayer\StarterPlayerScripts\RenderV2                                                                                                         |          1 |        -28 |          0 |         -2 |        -30 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                                | language | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandler.lua                                                                   | Lua      |         99 |          1 |          5 |        105 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandlerV2.lua                                                                 | Lua      |        -99 |         -1 |         -5 |       -105 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Behaviors.lua                                                   | Lua      |        -15 |         -1 |         -1 |        -17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Biomes\init.lua                                                 | Lua      |        -16 |          0 |         -1 |        -17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\BlockCollisionBoxes\init.lua                                    | Lua      |        -20 |          0 |         -1 |        -21 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Blocks\init.lua                                                 | Lua      |         -1 |          0 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Crafting\init.lua                                               | Lua      |        -50 |          0 |         -6 |        -56 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Entities\Npc.lua                                                | Lua      |        -32 |          0 |         -4 |        -36 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Entities\Player.lua                                             | Lua      |        -30 |          0 |         -3 |        -33 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Entities\init.lua                                               | Lua      |        -28 |          0 |         -5 |        -33 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Features\init.lua                                               | Lua      |        -70 |         -1 |         -2 |        -73 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Functions.lua                                                   | Lua      |       -198 |        -10 |         -3 |       -211 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Info.lua                                                        | Lua      |         -2 |          0 |          0 |         -2 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Items\init.lua                                                  | Lua      |         -1 |          0 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\CubicalSurface.lua | Lua      |        -17 |          0 |          0 |        -17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\base_3d_noise.lua  | Lua      |         -8 |          0 |          0 |         -8 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\continents.lua     | Lua      |        -13 |          0 |          0 |        -13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\depth.lua          | Lua      |        -18 |          0 |          0 |        -18 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\erosion.lua        | Lua      |        -13 |          0 |          0 |        -13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\factor.lua         | Lua      |       -709 |          0 |          0 |       -709 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\jaggedness.lua     | Lua      |       -246 |          0 |          0 |       -246 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\offset.lua         | Lua      |     -1,200 |          0 |         -1 |     -1,201 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\ridges.lua         | Lua      |        -13 |          0 |          0 |        -13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\ridges_folded.lua  | Lua      |        -19 |          0 |          0 |        -19 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\sloped_cheese.lua  | Lua      |        -32 |          0 |          0 |        -32 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\shift_x.lua                  | Lua      |        -10 |          0 |          0 |        -10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\shift_z.lua                  | Lua      |        -10 |          0 |          0 |        -10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\y.lua                        | Lua      |         -7 |          0 |          0 |         -7 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\zero.lua                     | Lua      |         -1 |          0 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\noise.lua                                     | Lua      |        -41 |          0 |         -1 |        -42 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\noise_settings\overworld.lua                  | Lua      |       -273 |          0 |         -4 |       -277 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Behaviors.lua                                                     | Lua      |         15 |          1 |          1 |         17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Biomes\init.lua                                                   | Lua      |         16 |          0 |          1 |         17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\BlockCollisionBoxes\init.lua                                      | Lua      |         20 |          0 |          1 |         21 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Blocks\init.lua                                                   | Lua      |          1 |          0 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Crafting\init.lua                                                 | Lua      |         50 |          0 |          6 |         56 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Npc.lua                                                  | Lua      |         32 |          0 |          4 |         36 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Player.lua                                               | Lua      |         30 |          0 |          3 |         33 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\init.lua                                                 | Lua      |         28 |          0 |          5 |         33 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Features\init.lua                                                 | Lua      |         70 |          1 |          2 |         73 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Functions.lua                                                     | Lua      |          2 |          1 |          1 |          4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Info.lua                                                          | Lua      |          2 |          0 |          0 |          2 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Items\init.lua                                                    | Lua      |          1 |          0 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\CubicalSurface.lua   | Lua      |         17 |          0 |          0 |         17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\base_3d_noise.lua    | Lua      |          8 |          0 |          0 |          8 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\continents.lua       | Lua      |         13 |          0 |          0 |         13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\depth.lua            | Lua      |         18 |          0 |          0 |         18 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\erosion.lua          | Lua      |         13 |          0 |          0 |         13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\factor.lua           | Lua      |        709 |          0 |          0 |        709 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\jaggedness.lua       | Lua      |        246 |          0 |          0 |        246 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\offset.lua           | Lua      |      1,200 |          0 |          1 |      1,201 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges.lua           | Lua      |         13 |          0 |          0 |         13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges_folded.lua    | Lua      |         19 |          0 |          0 |         19 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\sloped_cheese.lua    | Lua      |         32 |          0 |          0 |         32 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_x.lua                    | Lua      |         10 |          0 |          0 |         10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_z.lua                    | Lua      |         10 |          0 |          0 |         10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\y.lua                          | Lua      |          7 |          0 |          0 |          7 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\zero.lua                       | Lua      |          1 |          0 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise.lua                                       | Lua      |         41 |          0 |          1 |         42 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise_settings\overworld.lua                    | Lua      |        273 |          0 |          4 |        277 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk.lua                                                                             | Lua      |       -276 |          0 |         -6 |       -282 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ChunkV2\init.lua                                                                      | Lua      |        -46 |         -1 |         -5 |        -52 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk\init.lua                                                                        | Lua      |         46 |          1 |          5 |         52 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Animator.lua                                                          | Lua      |       -151 |          0 |         -6 |       -157 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityCollisionHandler.lua                                            | Lua      |       -301 |         -3 |        -11 |       -315 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityHolder.lua                                                      | Lua      |        -19 |          0 |          0 |        -19 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\AnimatorR.lua                                        | Lua      |        -81 |          0 |          0 |        -81 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\Client.lua                                           | Lua      |       -209 |         -3 |         -2 |       -214 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\EntityTCP.model.json                                 | JSON     |         -3 |          0 |         -1 |         -4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\EntityTaskReplicator.lua                             | Lua      |        -50 |          0 |         -4 |        -54 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\EntityUDP.model.json                                 | JSON     |         -3 |          0 |         -1 |         -4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\ReplicatorUtils.lua                                  | Lua      |       -167 |         -9 |         -8 |       -184 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\Server.lua                                           | Lua      |         -3 |          0 |          0 |         -3 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\TaskReplicator.lua                                   | Lua      |        -86 |          0 |         -5 |        -91 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Render.lua                                                            | Lua      |       -156 |         -1 |         -5 |       -162 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Updater.lua                                                           | Lua      |        -31 |          0 |         -1 |        -32 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Utils.lua                                                             | Lua      |       -181 |         -8 |         -6 |       -195 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\init.lua                                                              | Lua      |       -350 |        -18 |        -10 |       -378 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Animator.lua                                                            | Lua      |        151 |          0 |          6 |        157 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityCollisionHandler.lua                                              | Lua      |        301 |          3 |         11 |        315 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityHolder.lua                                                        | Lua      |         19 |          0 |          0 |         19 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\AnimatorR.lua                                          | Lua      |         81 |          0 |          0 |         81 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Client.lua                                             | Lua      |        209 |          3 |          2 |        214 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTCP.model.json                                   | JSON     |          3 |          0 |          1 |          4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTaskReplicator.lua                               | Lua      |         50 |          0 |          4 |         54 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityUDP.model.json                                   | JSON     |          3 |          0 |          1 |          4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\ReplicatorUtils.lua                                    | Lua      |        167 |          9 |          8 |        184 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Server.lua                                             | Lua      |          3 |          0 |          0 |          3 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\TaskReplicator.lua                                     | Lua      |         85 |          0 |          5 |         90 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Render.lua                                                              | Lua      |        156 |          1 |          5 |        162 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Updater.lua                                                             | Lua      |         31 |          0 |          1 |         32 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Utils.lua                                                               | Lua      |        181 |          8 |          6 |        195 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\init.lua                                                                | Lua      |        351 |         17 |         11 |        379 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Chunk.model.json                                                               | JSON     |          3 |          0 |          0 |          3 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\ChunkV2.model.json                                                             | JSON     |         -3 |          0 |         -1 |         -4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\DoSmt.model.json                                                               | JSON     |         -3 |          0 |         -1 |         -4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\EntityUpdater.model.json                                                       | JSON     |         -3 |          0 |         -1 |         -4 |
