"filename", "language", "JSON", "Lua", "Markdown", "Log", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\SerdesLayer.lua", "Lua", 0, 173, 0, 0, 9, 51, 233
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ServerBridge.lua", "Lua", 0, 636, 0, 0, 24, 126, 786
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\init.lua", "Lua", 0, 148, 0, 0, 9, 37, 194
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk\init.lua", "Lua", 0, 46, 0, 0, 1, 5, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\CollisonHandler.lua", "Lua", 0, 311, 0, 0, 10, 22, 343
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Data\init.lua", "Lua", 0, 57, 0, 0, 0, 0, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Animator.lua", "Lua", 0, 151, 0, 0, 0, 6, 157
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityCollisionHandler.lua", "Lua", 0, 301, 0, 0, 3, 11, 315
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityHolder.lua", "Lua", 0, 19, 0, 0, 0, 0, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\AnimatorR.lua", "Lua", 0, 81, 0, 0, 0, 0, 81
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Client.lua", "Lua", 0, 209, 0, 0, 3, 2, 214
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTCP.model.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTaskReplicator.lua", "Lua", 0, 50, 0, 0, 0, 4, 54
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityUDP.model.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\ReplicatorUtils.lua", "Lua", 0, 167, 0, 0, 9, 8, 184
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Server.lua", "Lua", 0, 3, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\TaskReplicator.lua", "Lua", 0, 85, 0, 0, 0, 5, 90
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Render.lua", "Lua", 0, 156, 0, 0, 1, 5, 162
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Updater.lua", "Lua", 0, 31, 0, 0, 0, 1, 32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Utils.lua", "Lua", 0, 181, 0, 0, 8, 6, 195
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\init.lua", "Lua", 0, 351, 0, 0, 17, 11, 379
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Chunk.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\TaskUpdater.model.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\GameSettings.lua", "Lua", 0, 15, 0, 0, 1, 2, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Debris.lua", "Lua", 0, 53, 0, 0, 0, 0, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\ErrorHandler.lua", "Lua", 0, 10, 0, 0, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua", "Lua", 0, 184, 0, 0, 3, 8, 195
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Signal.lua", "Lua", 0, 58, 0, 0, 2, 16, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\WorkerHandler.lua", "Lua", 0, 62, 0, 0, 6, 7, 75
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\compressor.lua", "Lua", 0, 169, 0, 0, 2, 12, 183
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ModHandler\init.lua", "Lua", 0, 223, 0, 0, 9, 29, 261
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler.lua", "Lua", 0, 68, 0, 0, 0, 6, 74
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner.lua", "Lua", 0, 38, 0, 0, 0, 3, 41
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\BlockUtils.lua", "Lua", 0, 41, 0, 0, 0, 18, 59
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\ConversionUtils.lua", "Lua", 0, 25, 0, 0, 4, 7, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\EntityUtils.lua", "Lua", 0, 1, 0, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\IndexUtils.lua", "Lua", 0, 104, 0, 0, 0, 9, 113
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\RotationUtils.lua", "Lua", 0, 179, 0, 0, 0, 0, 179
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__init__.server.lua", "Lua", 0, 25, 0, 0, 0, 1, 26
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\Data.lua", "Lua", 0, 29, 0, 0, 0, 11, 40
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\Biome.lua", "Lua", 0, 13, 0, 0, 1, 4, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\LayerStack.lua", "Lua", 0, 9, 0, 0, 0, 1, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\biomeUtils.lua", "Lua", 0, 65, 0, 0, 0, 5, 70
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\init.lua", "Lua", 0, 57, 0, 0, 0, 0, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\BaseLandLayer.lua", "Lua", 0, 10, 0, 0, 0, 1, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\IslandLayer.lua", "Lua", 0, 18, 0, 0, 0, 1, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\LandLayer.lua", "Lua", 0, 30, 0, 0, 0, 0, 30
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\noise\NoiseLayer.lua", "Lua", 0, 14, 0, 0, 0, 2, 16
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\ScaleLayer.lua", "Lua", 0, 42, 0, 0, 0, 10, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\SmoothScaleLayer.lua", "Lua", 0, 21, 0, 0, 0, 3, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\VoronoiLayer.lua", "Lua", 0, 10, 0, 0, 0, 2, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\ColdLayer.lua", "Lua", 0, 18, 0, 0, 0, 3, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\CoolLayer.lua", "Lua", 0, 13, 0, 0, 0, 2, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\SpecialLayer.lua", "Lua", 0, 15, 0, 0, 0, 3, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\WarmLayer.lua", "Lua", 0, 16, 0, 0, 0, 3, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\terrian\init.lua", "Lua", 0, 46, 0, 0, 1, 6, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\noise.lua", "Lua", 0, 39, 0, 0, 0, 5, 44
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\utils.lua", "Lua", 0, 55, 0, 0, 0, 7, 62
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\DataHandler.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\Main.meta.json", "JSON", 5, 0, 0, 0, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\Main.server.lua", "Lua", 0, 11, 0, 0, 0, 2, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\init.meta.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\GeneratorWorker.lua", "Lua", 0, 63, 0, 0, 4, 7, 74
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Overworld.lua", "Lua", 0, 35, 0, 0, 1, 11, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Tasks.lua", "Lua", 0, 181, 0, 0, 1, 6, 188
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Utils.lua", "Lua", 0, 22, 0, 0, 0, 0, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\WorkerHandler.lua", "Lua", 0, 61, 0, 0, 0, 6, 67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\init.lua", "Lua", 0, 36, 0, 0, 0, 0, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\manager.lua", "Lua", 0, 10, 0, 0, 0, 2, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityBehaviorHandler.lua", "Lua", 0, 106, 0, 0, 0, 2, 108
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityReplicatorServer.lua", "Lua", 0, 236, 0, 0, 6, 4, 246
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller\init.lua", "Lua", 0, 71, 0, 0, 0, 2, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\TempSignal.lua", "Lua", 0, 41, 0, 0, 0, 3, 44
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\init.lua", "Lua", 0, 140, 0, 0, 0, 2, 142
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\KeybindHelper\DeafultKeys.lua", "Lua", 0, 34, 0, 0, 3, 3, 40
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\KeybindHelper\init.lua", "Lua", 0, 87, 0, 0, 0, 0, 87
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\init.lua", "Lua", 0, 28, 0, 0, 0, 2, 30
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Lua", 0, 14, 0, 0, 1, 2, 17
"Total", "-", 72, 9573, 12, 2, 155, 701, 10515
