"filename", "language", "Markdown", "Log", "JSON", "Lua", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\noise\NoiseLayer.lua", "Lua", 0, 0, 0, 13, 0, 2, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\ScaleLayer.lua", "Lua", 0, 0, 0, 42, 0, 10, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\SmoothScaleLayer.lua", "Lua", 0, 0, 0, 21, 0, 3, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\VoronoiLayer.lua", "Lua", 0, 0, 0, 10, 0, 2, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\ColdLayer.lua", "Lua", 0, 0, 0, 18, 0, 3, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\CoolLayer.lua", "Lua", 0, 0, 0, 13, 0, 2, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\SpecialLayer.lua", "Lua", 0, 0, 0, 15, 0, 3, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\WarmLayer.lua", "Lua", 0, 0, 0, 16, 0, 3, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\terrian\init.lua", "Lua", 0, 0, 0, 46, 1, 6, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\noise.lua", "Lua", 0, 0, 0, 39, 0, 5, 44
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\utils.lua", "Lua", 0, 0, 0, 55, 0, 7, 62
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\airStoneLayer.lua", "Lua", 0, 0, 0, 73, 0, 3, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\biomeLayer.lua", "Lua", 0, 0, 0, 9, 0, 2, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\combineLayer.lua", "Lua", 0, 0, 0, 17, 0, 1, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\init.lua", "Lua", 0, 0, 0, 52, 0, 3, 55
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\surfaceNoiseLayer.lua", "Lua", 0, 0, 0, 9, 0, 2, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\Main.meta.json", "JSON", 0, 0, 5, 0, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\Main.server.lua", "Lua", 0, 0, 0, 11, 0, 2, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\init.meta.json", "JSON", 0, 0, 3, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Overworld.lua", "Lua", 0, 0, 0, 35, 1, 11, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Tasks.lua", "Lua", 0, 0, 0, 216, 3, 6, 225
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Utils.lua", "Lua", 0, 0, 0, 22, 0, 0, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\WorkerHandler.lua", "Lua", 0, 0, 0, 61, 0, 6, 67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\init.lua", "Lua", 0, 0, 0, 39, 0, 0, 39
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\OverworldStack.lua", "Lua", 0, 0, 0, 7, 0, 0, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\init.lua", "Lua", 0, 0, 0, 42, 0, 10, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityBehaviorHandler.lua", "Lua", 0, 0, 0, 106, 0, 2, 108
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityReplicatorServer.lua", "Lua", 0, 0, 0, 236, 6, 4, 246
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller\init.lua", "Lua", 0, 0, 0, 71, 0, 2, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\TempSignal.lua", "Lua", 0, 0, 0, 41, 0, 3, 44
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\init.lua", "Lua", 0, 0, 0, 140, 0, 2, 142
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\KeybindHelper\DeafultKeys.lua", "Lua", 0, 0, 0, 34, 3, 3, 40
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\KeybindHelper\init.lua", "Lua", 0, 0, 0, 87, 0, 0, 87
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\Actor\Main.client.lua", "Lua", 0, 0, 0, 12, 0, 2, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\Actor\Main.meta.json", "JSON", 0, 0, 5, 0, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\Actor\init.meta.json", "JSON", 0, 0, 3, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\ChunkCompressor.lua", "Lua", 0, 0, 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\GreedyMesh.lua", "Lua", 0, 0, 0, 182, 1, 3, 186
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\RenderWorker.lua", "Lua", 0, 0, 0, 61, 0, 6, 67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\Tasks.lua", "Lua", 0, 0, 0, 110, 1, 6, 117
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\init.lua", "Lua", 0, 0, 0, 12, 0, 2, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Lua", 0, 0, 0, 14, 2, 1, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\init.lua", "Lua", 0, 0, 0, 63, 0, 7, 70
"Total", "-", 12, 2, 77, 7548, 156, 731, 8526
