Date : 2023-12-03 17:38:38
Directory : c:\Users\haoti\Documents\GitHub\blockgamev2
Total : 121 files,  -10875 codes, -262 comments, -434 blanks, all -11571 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld                                                                |         11 |     -2,288 |          0 |         -1 |     -2,289 |
| src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise_settings                                                                            |          1 |       -273 |          0 |         -4 |       -277 |
| src\ReplicatedStorage\ChunkV2                                                                                                                         |          1 |         46 |          1 |          5 |         52 |
| src\ReplicatedStorage\Data                                                                                                                            |          1 |         29 |          0 |          0 |         29 |
| src\ReplicatedStorage\DataHandler                                                                                                                     |          3 |       -216 |         -5 |         -5 |       -226 |
| src\ReplicatedStorage\EntityHandlerV2                                                                                                                 |          5 |         -6 |          1 |          0 |         -5 |
| src\ReplicatedStorage\EntityHandlerV2 (Files)                                                                                                         |          3 |         -1 |          1 |          0 |          0 |
| src\ReplicatedStorage\EntityHandlerV2\EntityReplicator                                                                                                |          2 |         -5 |          0 |          0 |         -5 |
| src\ReplicatedStorage\Events                                                                                                                          |          1 |          3 |          0 |          1 |          4 |
| src\ReplicatedStorage\Libarys                                                                                                                         |          1 |          1 |          0 |          0 |          1 |
| src\ReplicatedStorage\QuickFunctions                                                                                                                  |          1 |       -498 |        -15 |         -4 |       -517 |
| src\ReplicatedStorage\Utils                                                                                                                           |          3 |         76 |          3 |         29 |        108 |
| src\ReplicatedStorage\core                                                                                                                            |          2 |       -157 |         -1 |        -24 |       -182 |
| src\ServerScriptService                                                                                                                               |          2 |       -163 |        -24 |        -12 |       -199 |
| src\ServerStorage                                                                                                                                     |         46 |     -4,929 |       -153 |       -292 |     -5,374 |
| src\ServerStorage (Files)                                                                                                                             |          3 |       -801 |        -35 |        -31 |       -867 |
| src\ServerStorage\DataStores                                                                                                                          |          2 |        -92 |         -6 |         -1 |        -99 |
| src\ServerStorage\Deepslate                                                                                                                           |         28 |     -2,416 |        -48 |       -201 |     -2,665 |
| src\ServerStorage\Deepslate (Files)                                                                                                                   |          1 |        -10 |          0 |          0 |        -10 |
| src\ServerStorage\Deepslate\core                                                                                                                      |          5 |       -162 |         -6 |        -13 |       -181 |
| src\ServerStorage\Deepslate\math                                                                                                                      |         11 |       -682 |        -11 |        -58 |       -751 |
| src\ServerStorage\Deepslate\math (Files)                                                                                                              |          5 |       -315 |         -8 |        -23 |       -346 |
| src\ServerStorage\Deepslate\math\noise                                                                                                                |          6 |       -367 |         -3 |        -35 |       -405 |
| src\ServerStorage\Deepslate\worldgen                                                                                                                  |         11 |     -1,562 |        -31 |       -130 |     -1,723 |
| src\ServerStorage\Deepslate\worldgen (Files)                                                                                                          |          7 |     -1,101 |        -12 |        -95 |     -1,208 |
| src\ServerStorage\Deepslate\worldgen\biome                                                                                                            |          4 |       -461 |        -19 |        -35 |       -515 |
| src\ServerStorage\GenerationHandler                                                                                                                   |          4 |     -1,108 |        -31 |        -38 |     -1,177 |
| src\ServerStorage\ServerEntity                                                                                                                        |          2 |       -344 |         -6 |         -6 |       -356 |
| src\ServerStorage\ServerStuff                                                                                                                         |          3 |       -536 |        -33 |        -23 |       -592 |
| src\ServerStorage\core                                                                                                                                |          4 |        368 |          6 |          8 |        382 |
| src\ServerStorage\core\Chunk                                                                                                                          |          2 |         26 |          0 |          2 |         28 |
| src\ServerStorage\core\Chunk (Files)                                                                                                                  |          1 |         10 |          0 |          2 |         12 |
| src\ServerStorage\core\Chunk\Generator                                                                                                                |          1 |         16 |          0 |          0 |         16 |
| src\ServerStorage\core\Entity                                                                                                                         |          2 |        342 |          6 |          6 |        354 |
| src\StarterPlayer                                                                                                                                     |         12 |     -1,042 |        -41 |        -26 |     -1,109 |
| src\StarterPlayer\StarterPlayerScripts                                                                                                                |         12 |     -1,042 |        -41 |        -26 |     -1,109 |
| src\StarterPlayer\StarterPlayerScripts (Files)                                                                                                        |          3 |        -94 |         -6 |         -7 |       -107 |
| src\StarterPlayer\StarterPlayerScripts\ClientStuff                                                                                                    |          1 |        -20 |          0 |         -1 |        -21 |
| src\StarterPlayer\StarterPlayerScripts\Render                                                                                                         |          6 |       -890 |        -29 |        -19 |       -938 |
| src\StarterPlayer\StarterPlayerScripts\RenderV2                                                                                                       |          1 |         28 |          0 |          2 |         30 |
| src\StarterPlayer\StarterPlayerScripts\Test                                                                                                           |          1 |        -66 |         -6 |         -1 |        -73 |
| src\Workspace                                                                                                                                         |          1 |       -253 |         -3 |        -58 |       -314 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                              | language | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Users\haoti\Documents\GitHub\blockgamev2\sourcemap.json                                                                                            | JSON     |          1 |          0 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandler.lua                                                                 | Lua      |       -184 |         -2 |         -1 |       -187 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\BlockCollisionBoxes\init.lua                                  | Lua      |         -1 |          0 |          1 |          0 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Functions.lua                                                 | Lua      |          0 |          1 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Items\init.lua                                                | Lua      |        -79 |         -1 |         -6 |        -86 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Behaviors.lua                                                   | Lua      |        -84 |         -1 |          0 |        -85 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Biomes\init.lua                                                 | Lua      |        -16 |          0 |         -1 |        -17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\BlockHitboxes\init.lua                                          | Lua      |        -21 |          0 |          0 |        -21 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Blocks\init.lua                                                 | Lua      |       -133 |         -1 |        -19 |       -153 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Components.lua                                                  | Lua      |        -23 |          0 |         -2 |        -25 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Crafting\init.lua                                               | Lua      |        -50 |          0 |         -6 |        -56 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Npc.lua                                                | Lua      |        -54 |          0 |         -2 |        -56 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Player.lua                                             | Lua      |        -39 |          0 |         -4 |        -43 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\init.lua                                               | Lua      |        -28 |          0 |         -5 |        -33 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Features\init.lua                                               | Lua      |        -70 |         -1 |         -2 |        -73 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Functions.lua                                                   | Lua      |       -198 |         -9 |         -3 |       -210 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Info.lua                                                        | Lua      |         -2 |          0 |          0 |         -2 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\ItemTypes.lua                                                   | Lua      |        -52 |         -2 |         -3 |        -57 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Items\init.lua                                                  | Lua      |        -80 |         -1 |         -6 |        -87 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Server.lua                                                      | Lua      |        -37 |         -1 |         -2 |        -40 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\CubicalSurface.lua | Lua      |        -17 |          0 |          0 |        -17 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\base_3d_noise.lua  | Lua      |         -8 |          0 |          0 |         -8 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\continents.lua     | Lua      |        -13 |          0 |          0 |        -13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\depth.lua          | Lua      |        -18 |          0 |          0 |        -18 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\erosion.lua        | Lua      |        -13 |          0 |          0 |        -13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\factor.lua         | Lua      |       -709 |          0 |          0 |       -709 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\jaggedness.lua     | Lua      |       -246 |          0 |          0 |       -246 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\offset.lua         | Lua      |     -1,200 |          0 |         -1 |     -1,201 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges.lua         | Lua      |        -13 |          0 |          0 |        -13 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges_folded.lua  | Lua      |        -19 |          0 |          0 |        -19 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\sloped_cheese.lua  | Lua      |        -32 |          0 |          0 |        -32 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_x.lua                  | Lua      |        -10 |          0 |          0 |        -10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_z.lua                  | Lua      |        -10 |          0 |          0 |        -10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\y.lua                        | Lua      |         -7 |          0 |          0 |         -7 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\zero.lua                     | Lua      |         -1 |          0 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise.lua                                     | Lua      |        -41 |          0 |         -1 |        -42 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise_settings\overworld.lua                  | Lua      |       -273 |          0 |         -4 |       -277 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BlockPool.lua                                                                       | Lua      |         55 |          0 |         13 |         68 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ChunkV2\init.lua                                                                    | Lua      |         46 |          1 |          5 |         52 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\CollisonHandler.lua                                                                 | Lua      |        -59 |         -2 |          2 |        -59 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\DoFunc.model.json                                                       | JSON     |         -3 |          0 |         -1 |         -4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\LoadedEntities.lua                                                      | Lua      |        -52 |          0 |         -1 |        -53 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\init.lua                                                                | Lua      |       -161 |         -5 |         -3 |       -169 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Data\init.lua                                                                       | Lua      |         29 |          0 |          0 |         29 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityCollisionHandler.lua                                          | Lua      |          2 |          0 |          0 |          2 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\Client.lua                                         | Lua      |         -3 |          0 |          0 |         -3 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\ReplicatorUtils.lua                                | Lua      |         -2 |          0 |          0 |         -2 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Render.lua                                                          | Lua      |         -2 |          1 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Utils.lua                                                           | Lua      |         -1 |          0 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\ChunkV2.model.json                                                           | JSON     |          3 |          0 |          1 |          4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\GameSettings.lua                                                                    | Lua      |          0 |          1 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua                                                           | Lua      |          1 |          0 |          0 |          1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\QuickFunctions\init.lua                                                             | Lua      |       -498 |        -15 |         -4 |       -517 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler.lua                                                                 | Lua      |        -20 |         -6 |          1 |        -25 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner.lua                                                                          | Lua      |         38 |          0 |          3 |         41 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\BlockUtils.lua                                                                | Lua      |         38 |          0 |         16 |         54 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\ConversionUtils.lua                                                           | Lua      |          6 |          3 |          7 |         16 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\IndexUtils.lua                                                                | Lua      |         32 |          0 |          6 |         38 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\core\BlockPool.lua                                                                  | Lua      |       -119 |         -1 |        -21 |       -141 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\core\init.lua                                                                       | Lua      |        -38 |          0 |         -3 |        -41 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__Init__.server.lua                                                               | Lua      |       -166 |        -24 |        -13 |       -203 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__init2__.server.lua                                                              | Lua      |          3 |          0 |          1 |          4 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\DataStores\BlockSaver.lua                                                               | Lua      |        -90 |         -6 |          0 |        -96 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\DataStores\init.lua                                                                     | Lua      |         -2 |          0 |         -1 |         -3 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Holder.lua                                                               | Lua      |        -32 |          0 |         -4 |        -36 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Identifier.lua                                                           | Lua      |        -35 |         -6 |         -7 |        -48 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Registry.lua                                                             | Lua      |        -72 |          0 |          0 |        -72 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Storage.lua                                                              | Lua      |        -22 |          0 |         -2 |        -24 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\init.lua                                                                 | Lua      |         -1 |          0 |          0 |         -1 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\init.lua                                                                      | Lua      |        -10 |          0 |          0 |        -10 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\CubicSpline.lua                                                          | Lua      |       -176 |         -5 |         -7 |       -188 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\Hash.lua                                                                 | Lua      |        -17 |         -1 |         -3 |        -21 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\RandomObject.lua                                                         | Lua      |        -33 |          0 |         -4 |        -37 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\Utils.lua                                                                | Lua      |        -82 |         -2 |         -9 |        -93 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\init.lua                                                                 | Lua      |         -7 |          0 |          0 |         -7 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\BlendedNoise.lua                                                   | Lua      |        -68 |          0 |         -3 |        -71 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\ImprovedNoise.lua                                                  | Lua      |        -73 |         -2 |        -10 |        -85 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\NormalNoise.lua                                                    | Lua      |        -30 |          0 |         -6 |        -36 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\PerlineNoise.lua                                                   | Lua      |        -65 |         -1 |         -7 |        -73 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\SimplexNoise.lua                                                   | Lua      |       -124 |          0 |         -9 |       -133 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\init.lua                                                           | Lua      |         -7 |          0 |          0 |         -7 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\DensityFunction.lua                                                  | Lua      |       -744 |         -3 |        -61 |       -808 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseGeneratorSettings.lua                                           | Lua      |        -36 |         -8 |         -5 |        -49 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseParameters.lua                                                  | Lua      |         -8 |          0 |          0 |         -8 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseRouter.lua                                                      | Lua      |       -120 |          0 |        -17 |       -137 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseSettings.lua                                                    | Lua      |        -49 |          0 |         -8 |        -57 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\RandomState.lua                                                      | Lua      |       -114 |         -1 |         -4 |       -119 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\WorldgenRegistries.lua                                               | Lua      |        -30 |          0 |          0 |        -30 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\BiomeParser.lua                                                | Lua      |        -25 |          0 |          0 |        -25 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\Climate.lua                                                    | Lua      |       -329 |         -1 |        -31 |       -361 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\FeatureParser.lua                                              | Lua      |        -78 |        -18 |         -2 |        -98 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\MultiNoiseBiomeSource.lua                                      | Lua      |        -29 |          0 |         -2 |        -31 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\BiomeHandler.lua                                                      | Lua      |       -186 |         -1 |         -3 |       -190 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\MultiHandler.lua                                                      | Lua      |        -29 |          0 |          0 |        -29 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\TerrianHandler.lua                                                    | Lua      |       -631 |        -25 |        -23 |       -679 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\init.lua                                                              | Lua      |       -262 |         -5 |        -12 |       -279 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationMultiHandler.lua                                                              | Lua      |       -513 |         -9 |        -16 |       -538 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PathFinding.lua                                                                         | Lua      |       -253 |        -26 |        -13 |       -292 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PlayerControlsHandler.lua                                                               | Lua      |        -35 |          0 |         -2 |        -37 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerEntity\EntityBehaviorHandler.lua                                                  | Lua      |       -106 |          0 |         -2 |       -108 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerEntity\EntityReplicatorServer.lua                                                 | Lua      |       -238 |         -6 |         -4 |       -248 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\DataHandler.lua                                                             | Lua      |       -221 |        -14 |        -16 |       -251 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\ServerChunk.lua                                                             | Lua      |       -261 |        -16 |         -4 |       -281 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\SharedService.lua                                                           | Lua      |        -54 |         -3 |         -3 |        -60 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\init.lua                                                           | Lua      |         16 |          0 |          0 |         16 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\manager.lua                                                                  | Lua      |         10 |          0 |          2 |         12 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityBehaviorHandler.lua                                                   | Lua      |        106 |          0 |          2 |        108 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityReplicatorServer.lua                                                  | Lua      |        236 |          6 |          4 |        246 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ClientStuff\ClientChunk.lua                                        | Lua      |        -20 |          0 |         -1 |        -21 |
| c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\RenderV2\init.lua                                                  | Lua      |         28 |          0 |          2 |         30 |
