"filename", "language", "Markdown", "Log", "JSON", "Lua", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\OnDeath.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Respawn.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\SendEntities.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\ServerFPS.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\GameSettings.lua", "Lua", 0, 0, 0, 68, 8, 0, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ItemHandler.lua", "Lua", 0, 0, 0, 94, 0, 1, 95
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Bezier.lua", "Lua", 0, 0, 0, 168, 49, 87, 304
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\BlockPool.lua", "Lua", 0, 0, 0, 120, 3, 5, 128
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Debris.lua", "Lua", 0, 0, 0, 53, 0, 0, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Debugger.lua", "Lua", 0, 0, 0, 24, 10, 0, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\DelayHandler.lua", "Lua", 0, 0, 0, 47, 0, 1, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\EntityAttribute.lua", "Lua", 0, 0, 0, 153, 5, 0, 158
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\ErrorHandler.lua", "Lua", 0, 0, 0, 10, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\GlobalDebris.lua", "Lua", 0, 0, 0, 61, 0, 2, 63
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Grid.lua", "Lua", 0, 0, 0, 22, 0, 1, 23
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua", "Lua", 0, 0, 0, 157, 3, 4, 164
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\ModingRemote\init.lua", "Lua", 0, 0, 0, 56, 0, 1, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\PlayerControls.lua", "Lua", 0, 0, 0, 73, 0, 5, 78
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\ProxyTable.lua", "Lua", 0, 0, 0, 64, 0, 0, 64
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\RotationData.lua", "Lua", 0, 0, 0, 179, 0, 0, 179
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Signal.lua", "Lua", 0, 0, 0, 58, 1, 17, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Store.lua", "Lua", 0, 0, 0, 60, 0, 0, 60
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Worker.lua", "Lua", 0, 0, 0, 78, 1, 1, 80
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\compressor.lua", "Lua", 0, 0, 0, 169, 2, 12, 183
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\lualzw.lua", "Lua", 0, 0, 0, 146, 1, 18, 165
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\simplexNoise.lua", "Lua", 0, 0, 0, 395, 54, 96, 545
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\ArmsManager.lua", "Lua", 0, 0, 0, 188, 1, 3, 192
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\CraftingManager.lua", "Lua", 0, 0, 0, 144, 3, 3, 150
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\HotBarManager.lua", "Lua", 0, 0, 0, 68, 0, 0, 68
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\InventoryManager.lua", "Lua", 0, 0, 0, 129, 18, 3, 150
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\PlayerDollHandler.lua", "Lua", 0, 0, 0, 38, 0, 1, 39
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\UIContainerManager.lua", "Lua", 0, 0, 0, 311, 2, 9, 322
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\init.lua", "Lua", 0, 0, 0, 11, 0, 0, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ModHandler\init.lua", "Lua", 0, 0, 0, 223, 9, 29, 261
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\FunctionsToMultiThread.lua", "Lua", 0, 0, 0, 19, 0, 2, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\init.lua", "Lua", 0, 0, 0, 56, 0, 1, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\BridgeNetO\Bridge.lua", "Lua", 0, 0, 0, 16, 0, 1, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\BridgeNetO\ClientBridge.lua", "Lua", 0, 0, 0, 351, 12, 87, 450
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\BridgeNetO\CreateBridgeTree.lua", "Lua", 0, 0, 0, 34, 1, 8, 43
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\BridgeNetO\SerdesLayer.lua", "Lua", 0, 0, 0, 165, 8, 47, 220
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\BridgeNetO\ServerBridge.lua", "Lua", 0, 0, 0, 636, 24, 125, 785
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\BridgeNetO\init.lua", "Lua", 0, 0, 0, 105, 4, 27, 136
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\CHUNKOLD.lua", "Lua", 0, 0, 0, 133, 8, 1, 142
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\LargeChunk.lua", "Lua", 0, 0, 0, 54, 0, 1, 55
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\MultiHandler\FunctionsToMultiThread.lua", "Lua", 0, 0, 0, 134, 2, 2, 138
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\MultiHandler\GlobalMemory.lua", "Lua", 0, 0, 0, 35, 0, 1, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\MultiHandler\init.lua", "Lua", 0, 0, 0, 222, 17, 4, 243
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\OLD Culling copy.lua", "Lua", 0, 0, 0, 137, 5, 2, 144
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\Old Chunk copy.lua", "Lua", 0, 0, 0, 154, 32, 7, 193
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\OldGenerationManager.lua", "Lua", 0, 0, 0, 356, 18, 18, 392
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\OldRender.lua", "Lua", 0, 0, 0, 408, 34, 6, 448
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Oldstuff\cullingv2.lua", "Lua", 0, 0, 0, 92, 2, 2, 96
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\QuickFunctions\init.lua", "Lua", 0, 0, 0, 498, 15, 4, 517
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Ray.lua", "Lua", 0, 0, 0, 98, 1, 0, 99
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\Culling.lua", "Lua", 0, 0, 0, 128, 2, 2, 132
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\GreedyMesh.lua", "Lua", 0, 0, 0, 208, 7, 0, 215
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\GreedyMeshingHandler.lua", "Lua", 0, 0, 0, 13, 1, 12, 26
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\Render.lua", "Lua", 0, 0, 0, 325, 7, 6, 338
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler.lua", "Lua", 0, 0, 0, 90, 6, 3, 99
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__Init__.server.lua", "Lua", 0, 0, 0, 251, 18, 8, 277
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\DataStores\BlockSaver.lua", "Lua", 0, 0, 0, 90, 6, 0, 96
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\DataStores\init.lua", "Lua", 0, 0, 0, 2, 0, 1, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Holder.lua", "Lua", 0, 0, 0, 32, 0, 4, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Identifier.lua", "Lua", 0, 0, 0, 35, 6, 7, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Registry.lua", "Lua", 0, 0, 0, 72, 0, 0, 72
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\Storage.lua", "Lua", 0, 0, 0, 22, 0, 2, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\core\init.lua", "Lua", 0, 0, 0, 1, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\init.lua", "Lua", 0, 0, 0, 10, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\CubicSpline.lua", "Lua", 0, 0, 0, 176, 5, 7, 188
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\Hash.lua", "Lua", 0, 0, 0, 17, 1, 3, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\RandomObject.lua", "Lua", 0, 0, 0, 33, 0, 4, 37
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\Utils.lua", "Lua", 0, 0, 0, 82, 2, 9, 93
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\init.lua", "Lua", 0, 0, 0, 7, 0, 0, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\BlendedNoise.lua", "Lua", 0, 0, 0, 68, 0, 3, 71
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\ImprovedNoise.lua", "Lua", 0, 0, 0, 73, 2, 10, 85
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\NormalNoise.lua", "Lua", 0, 0, 0, 30, 0, 6, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\PerlineNoise.lua", "Lua", 0, 0, 0, 65, 1, 7, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\SimplexNoise.lua", "Lua", 0, 0, 0, 124, 0, 9, 133
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\math\noise\init.lua", "Lua", 0, 0, 0, 7, 0, 0, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\DensityFunction.lua", "Lua", 0, 0, 0, 744, 3, 61, 808
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseGeneratorSettings.lua", "Lua", 0, 0, 0, 36, 8, 5, 49
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseParameters.lua", "Lua", 0, 0, 0, 8, 0, 0, 8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseRouter.lua", "Lua", 0, 0, 0, 120, 0, 17, 137
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\NoiseSettings.lua", "Lua", 0, 0, 0, 49, 0, 8, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\RandomState.lua", "Lua", 0, 0, 0, 114, 1, 4, 119
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\WorldgenRegistries.lua", "Lua", 0, 0, 0, 30, 0, 0, 30
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\BiomeParser.lua", "Lua", 0, 0, 0, 25, 0, 0, 25
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\Climate.lua", "Lua", 0, 0, 0, 329, 1, 31, 361
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\FeatureParser.lua", "Lua", 0, 0, 0, 78, 18, 2, 98
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Deepslate\worldgen\biome\MultiNoiseBiomeSource.lua", "Lua", 0, 0, 0, 29, 0, 2, 31
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\EntityAttributesCreator.lua", "Lua", 0, 0, 0, 218, 10, 3, 231
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\BiomeHandler.lua", "Lua", 0, 0, 0, 186, 1, 3, 190
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\MultiHandler.lua", "Lua", 0, 0, 0, 29, 0, 0, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\TerrianHandler.lua", "Lua", 0, 0, 0, 631, 25, 23, 679
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\init.lua", "Lua", 0, 0, 0, 262, 5, 12, 279
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationMultiHandler.lua", "Lua", 0, 0, 0, 558, 24, 22, 604
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PathFinding.lua", "Lua", 0, 0, 0, 253, 26, 13, 292
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PlayerControlsHandler.lua", "Lua", 0, 0, 0, 35, 0, 2, 37
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\DataHandler.lua", "Lua", 0, 0, 0, 219, 14, 13, 246
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\EntityHandler.lua", "Lua", 0, 0, 0, 374, 8, 2, 384
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\ServerChunk.lua", "Lua", 0, 0, 0, 264, 16, 4, 284
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\SharedService.lua", "Lua", 0, 0, 0, 54, 3, 3, 60
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\oLDSTUFF\Old.lua", "Lua", 0, 0, 0, 143, 47, 4, 194
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\oLDSTUFF\ServerChunkOld.lua", "Lua", 0, 0, 0, 351, 16, 14, 381
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ClientStuff\ClientChunk.lua", "Lua", 0, 0, 0, 20, 0, 1, 21
