"filename", "language", "Luau", "JSON", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\array.luau", "Luau", 33, 0, 2, 12, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\bool.luau", "Luau", 28, 0, 1, 6, 35
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\buff.luau", "Luau", 25, 0, 2, 7, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\cframe.luau", "Luau", 36, 0, 4, 8, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\float32.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\float64.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\int16.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\int32.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\int8.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\map.luau", "Luau", 44, 0, 7, 14, 65
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\optional.luau", "Luau", 36, 0, 6, 9, 51
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\specialStruct.luau", "Luau", 51, 0, 0, 10, 61
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\string.luau", "Luau", 23, 0, 1, 7, 31
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\struct.luau", "Luau", 58, 0, 6, 16, 80
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\uint16.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\uint32.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\uint8.luau", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\vec2.luau", "Luau", 22, 0, 1, 6, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\vec3.luau", "Luau", 23, 0, 1, 5, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\init.luau", "Luau", 58, 0, 2, 11, 71
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\types.luau", "Luau", 39, 0, 2, 12, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\entity\init.lua", "Luau", 24, 0, 0, 6, 30
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\init.lua", "Luau", 226, 0, 0, 41, 267
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Data\init.lua", "Luau", 6, 0, 0, 4, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Animator.lua", "Luau", 46, 0, 0, 2, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\ClientUtils.lua", "Luau", 45, 0, 0, 9, 54
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityContainerManager.lua", "Luau", 8, 0, 0, 0, 8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityFieldTypes.lua", "Luau", 82, 0, 1, 17, 100
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityHolder.lua", "Luau", 66, 0, 0, 11, 77
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\AnimatorR.lua", "Luau", 24, 0, 0, 1, 25
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Client.lua", "Luau", 39, 0, 4, 4, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\ReplicatorUtils.lua", "Luau", 4, 0, 4, 2, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Utils.lua", "Luau", 41, 0, 3, 5, 49
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Parser.lua", "Luau", 74, 0, 0, 11, 85
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Render.lua", "Luau", 5, 0, 3, 1, 9
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Updater.lua", "Luau", 2, 0, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Utils.lua", "Luau", 24, 0, 0, 1, 25
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\init.lua", "Luau", 87, 0, 1, 6, 94
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Block\Client.model.json", "JSON", 0, 3, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Block\Update.model.json", "JSON", 0, 3, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\DoSmt.model.json", "JSON", 0, 3, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Item\Parser.lua", "Luau", 59, 0, 1, 16, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Item\init.lua", "Luau", 151, 0, 0, 19, 170
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Crafting.lua", "Luau", 12, 0, 0, 3, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\DataStructures\Queue.lua", "Luau", 5, 0, 0, 1, 6
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\bitBuffer.lua", "Luau", 3110, 0, 238, 618, 3966
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ModHandler\init.lua", "Luau", -223, 0, -9, -29, -261
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler.lua", "Luau", -90, 0, 0, -6, -96
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\Block.lua", "Luau", 27, 0, 1, 6, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\BlockTexture.lua", "Luau", 32, 0, 0, 4, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\Item.lua", "Luau", 53, 0, 1, 4, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\Other.lua", "Luau", 54, 0, 0, 11, 65
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\defaultParser.lua", "Luau", 35, 0, 1, 3, 39
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\init.lua", "Luau", 159, 0, 7, 25, 191
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner.lua", "Luau", -38, 0, -5, -3, -46
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner\Actor\ParallelRunner.lua", "Luau", 47, 0, 1, 10, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner\Actor\init.meta.json", "JSON", 0, 3, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner\init.lua", "Luau", 48, 0, 5, 5, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Synchronizer\init.lua", "Luau", 28, 0, 0, 5, 33
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\BlockUtils.lua", "Luau", 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\OtherUtils.lua", "Luau", 18, 0, 0, 3, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__init__.server.lua", "Luau", 36, 0, 5, 8, 49
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\caves\perlineWorms.lua", "Luau", 15, 0, 0, 3, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\foliage\init.lua", "Luau", 7, 0, 13, 3, 23
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\ore\init.lua", "Luau", 19, 0, 13, 3, 35
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\structures\init.lua", "Luau", 31, 0, 1, 4, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Carver2.lua", "Luau", 1, 0, 0, -1, 0
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Distributions\init.lua", "Luau", 40, 0, 1, 9, 50
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Distributions\triangularDistribution.lua", "Luau", 19, 0, 0, 3, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Distributions\uniformDistribution.lua", "Luau", 13, 0, 0, 3, 16
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\noise.lua", "Luau", 10, 0, 0, 4, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\range.lua", "Luau", 3, 0, 0, 5, 8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\ActorRegionHandler.lua", "Luau", 284, 0, 9, 33, 326
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\ParallelRunner.lua", "Luau", 23, 0, -1, 5, 27
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\ChunkAndStorage.lua", "Luau", 3, 0, 0, 2, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\ChunkData.lua", "Luau", 94, 0, 1, 22, 117
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Communicator.lua", "Luau", 10, 0, 0, 1, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Config.lua", "Luau", 2, 0, 0, 1, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Handler.lua", "Luau", 65, 0, 1, 3, 69
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\RegionHelper.lua", "Luau", 35, 0, 0, 6, 41
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Registry\init.lua", "Luau", 134, 0, 0, 22, 156
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Saver\Chunk.lua", "Luau", 240, 0, 5, 16, 261
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Saver\RegionDataHandler.lua", "Luau", 129, 0, 1, 23, 153
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Saver\RegionHandler.lua", "Luau", 281, 0, 6, 33, 320
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Tasks\Shaper.lua", "Luau", 5, 0, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\initializer.lua", "Luau", 10, 0, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\RegionManager.lua", "Luau", 108, 0, 1, 10, 119
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\init.lua", "Luau", 4, 0, 0, 1, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityBehaviorHandler.lua", "Luau", 2, 0, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityReplicator.lua", "Luau", 223, 0, 1, 23, 247
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Entity\EntityReplicatorServer.lua", "Luau", 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Replication\Block.lua", "Luau", 39, 0, 0, 7, 46
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\ServerContainer\init.lua", "Luau", 19, 0, 1, 1, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\AssetManager\Block.lua", "Luau", -45, 0, -17, -9, -71
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\AssetManager\BlockTexture.lua", "Luau", -33, 0, 0, -5, -38
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\AssetManager\init.lua", "Luau", -12, 0, 0, -2, -14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller\Camera\init.lua", "Luau", 95, 0, 2, 16, 113
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller\init.lua", "Luau", 19, 0, 1, 4, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller\mouse.lua", "Luau", 9, 0, 0, 5, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Helper\init.lua", "Luau", 19, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\init.lua", "Luau", 2, 0, 0, 6, 8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerModule.lua", "Luau", 1, 0, 1, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\init.lua", "Luau", 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Luau", 8, 0, 0, 7, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\ClientContainer.lua", "Luau", 51, 0, 0, 6, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Rendering\Arms.lua", "Luau", 31, 0, 0, 4, 35
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Replication\Block.lua", "Luau", 10, 0, 0, 2, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Saving\Chunk\Section.lua", "Luau", 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Ui\ContainerHandler.lua", "Luau", 6, 0, 0, 0, 6
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\Rendering\BlockTexture.lua", "Luau", -1, 0, 0, 1, 0
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\Rendering\Config.lua", "Luau", 1, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\Rendering\Handler.lua", "Luau", 10, 0, 3, -1, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\Rendering\Helper\Build.lua", "Luau", 4, 0, -1, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\Rendering\Helper\Search.lua", "Luau", 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\init.lua", "Luau", 46, 0, 3, 5, 54
"Total", "-", 7716, 12, 366, 1419, 9513
