"filename", "language", "JSON", "Luau", "Log", "Markdown", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\test1.lua", "Luau", 0, 3, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Family.lua", "Luau", 0, 36, 0, 0, 0, 2, 38
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\FieldTypes.lua", "Luau", 0, 4, 0, 0, 0, 2, 6
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Functions.lua", "Luau", 0, 2, 0, 0, 1, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Info.lua", "Luau", 0, 2, 0, 0, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Items\init.lua", "Luau", 0, 62, 0, 0, 0, 10, 72
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Ores\init.lua", "Luau", 0, 20, 0, 0, 0, 2, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Structures\init.lua", "Luau", 0, 36, 0, 0, 0, 1, 37
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Test\Behaviors\init.lua", "Luau", 0, 20, 0, 0, 2, 2, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Test\Behaviors\test.lua", "Luau", 0, 18, 0, 0, 2, 3, 23
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Test\Entities\init.lua", "Luau", 0, 4, 0, 0, 0, 1, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Test\Info.lua", "Luau", 0, 2, 0, 0, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Biomes.lua", "Luau", 0, 74, 0, 0, 2, 10, 86
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Block\BlockPool.lua", "Luau", 0, 66, 0, 0, 0, 13, 79
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Block\init.lua", "Luau", 0, 118, 0, 0, 3, 14, 135
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\Bridge.lua", "Luau", 0, 19, 0, 0, 0, 2, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ClientBridge.lua", "Luau", 0, 351, 0, 0, 12, 88, 451
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\CreateBridgeTree.lua", "Luau", 0, 45, 0, 0, 0, 13, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\SerdesLayer.lua", "Luau", 0, 176, 0, 0, 9, 50, 235
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ServerBridge.lua", "Luau", 0, 636, 0, 0, 25, 126, 787
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\init.lua", "Luau", 0, 141, 0, 0, 9, 38, 188
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk\init.lua", "Luau", 0, 80, 0, 0, 1, 12, 93
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\CollisionHandler\Ray.lua", "Luau", 0, 212, 0, 0, 1, 41, 254
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\CollisionHandler\init.lua", "Luau", 0, 361, 0, 0, 10, 30, 401
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Container\Parser.lua", "Luau", 0, 73, 0, 0, 4, 15, 92
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Container\init.lua", "Luau", 0, 307, 0, 0, 4, 33, 344
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\Parser.luau", "Luau", 0, 25, 0, 0, 3, 13, 41
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\bufferWriter.luau", "Luau", 0, 125, 0, 0, 3, 38, 166
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\array.luau", "Luau", 0, 33, 0, 0, 2, 12, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\bool.luau", "Luau", 0, 28, 0, 0, 1, 6, 35
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\buff.luau", "Luau", 0, 25, 0, 0, 2, 7, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\cframe.luau", "Luau", 0, 36, 0, 0, 4, 8, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\float32.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\float64.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\int16.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\int32.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\int8.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\map.luau", "Luau", 0, 44, 0, 0, 7, 14, 65
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\optional.luau", "Luau", 0, 36, 0, 0, 6, 9, 51
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\specialStruct.luau", "Luau", 0, 51, 0, 0, 0, 10, 61
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\string.luau", "Luau", 0, 23, 0, 0, 1, 7, 31
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\struct.luau", "Luau", 0, 58, 0, 0, 6, 16, 80
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\uint16.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\uint32.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\uint8.luau", "Luau", 0, 19, 0, 0, 0, 5, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\vec2.luau", "Luau", 0, 22, 0, 0, 1, 6, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\dataTypes\vec3.luau", "Luau", 0, 23, 0, 0, 1, 5, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\init.luau", "Luau", 0, 58, 0, 0, 2, 11, 71
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\ByteNet\types.luau", "Luau", 0, 39, 0, 0, 2, 12, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\entity\init.lua", "Luau", 0, 24, 0, 0, 0, 6, 30
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Core\init.lua", "Luau", 0, 226, 0, 0, 0, 41, 267
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Data\init.lua", "Luau", 0, 76, 0, 0, 0, 14, 90
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Animator.lua", "Luau", 0, 197, 0, 0, 0, 9, 206
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\ClientUtils.lua", "Luau", 0, 45, 0, 0, 0, 9, 54
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityCollisionHandler.lua", "Luau", 0, 301, 0, 0, 3, 16, 320
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityContainerManager.lua", "Luau", 0, 74, 0, 0, 0, 4, 78
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityFieldTypes.lua", "Luau", 0, 82, 0, 0, 1, 17, 100
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityHolder.lua", "Luau", 0, 85, 0, 0, 0, 11, 96
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\AnimatorR.lua", "Luau", 0, 105, 0, 0, 0, 9, 114
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Client.lua", "Luau", 0, 257, 0, 0, 7, 12, 276
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTCP.model.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTaskReplicator.lua", "Luau", 0, 50, 0, 0, 0, 4, 54
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityUDP.model.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\ReplicatorUtils.lua", "Luau", 0, 171, 0, 0, 13, 11, 195
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Server.lua", "Luau", 0, 3, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\TaskReplicator.lua", "Luau", 0, 85, 0, 0, 1, 13, 99
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Utils.lua", "Luau", 0, 41, 0, 0, 3, 5, 49
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Parser.lua", "Luau", 0, 74, 0, 0, 0, 11, 85
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Render.lua", "Luau", 0, 292, 0, 0, 4, 28, 324
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Updater.lua", "Luau", 0, 33, 0, 0, 0, 1, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Utils.lua", "Luau", 0, 204, 0, 0, 6, 23, 233
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\init.lua", "Luau", 0, 456, 0, 0, 12, 57, 525
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Block\Client.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Block\Update.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Chunk.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Container\Request.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Container\Send.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Container\Update.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\DoSmt.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\SwapSlot.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\TaskUpdater.model.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\GameSettings.lua", "Luau", 0, 15, 0, 0, 1, 2, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Item\Parser.lua", "Luau", 0, 59, 0, 0, 1, 16, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Item\init.lua", "Luau", 0, 197, 0, 0, 0, 26, 223
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Crafting.lua", "Luau", 0, 171, 0, 0, 3, 8, 182
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\DataStructures\Queue.lua", "Luau", 0, 28, 0, 0, 0, 6, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\DataStructures\Stack.lua", "Luau", 0, 13, 0, 0, 0, 5, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Debris.lua", "Luau", 0, 90, 0, 0, 0, 14, 104
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\ErrorHandler.lua", "Luau", 0, 10, 0, 0, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua", "Luau", 0, 187, 0, 0, 3, 8, 198
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Signal.lua", "Luau", 0, 59, 0, 0, 2, 15, 76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\WorkerHandler.lua", "Luau", 0, 62, 0, 0, 6, 7, 75
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\bitBuffer.lua", "Luau", 0, 3110, 0, 0, 238, 618, 3966
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\compressor.lua", "Luau", 0, 169, 0, 0, 2, 12, 183
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\Block.lua", "Luau", 0, 27, 0, 0, 1, 6, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\BlockTexture.lua", "Luau", 0, 32, 0, 0, 0, 4, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\Item.lua", "Luau", 0, 53, 0, 0, 1, 4, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\Other.lua", "Luau", 0, 54, 0, 0, 0, 11, 65
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\defaultParser.lua", "Luau", 0, 35, 0, 0, 1, 3, 39
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler\init.lua", "Luau", 0, 159, 0, 0, 7, 25, 191
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner\Actor\ParallelRunner.lua", "Luau", 0, 47, 0, 0, 1, 10, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner\Actor\init.meta.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Runner\init.lua", "Luau", 0, 48, 0, 0, 5, 5, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Synchronizer\Bindable.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Synchronizer\Remote.model.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Synchronizer\init.lua", "Luau", 0, 76, 0, 0, 0, 19, 95
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\BlockUtils.lua", "Luau", 0, 41, 0, 0, 0, 19, 60
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\ConversionUtils.lua", "Luau", 0, 31, 0, 0, 4, 7, 42
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\EntityUtils.lua", "Luau", 0, 1, 0, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\IndexUtils.lua", "Luau", 0, 126, 0, 0, 0, 10, 136
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\OtherUtils.lua", "Luau", 0, 94, 0, 0, 2, 14, 110
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Utils\RotationUtils.lua", "Luau", 0, 169, 0, 0, 0, 0, 169
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__init__.server.lua", "Luau", 0, 71, 0, 0, 12, 15, 98
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\Data.lua", "Luau", 0, 29, 0, 0, 0, 11, 40
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\Biome.lua", "Luau", 0, 13, 0, 0, 1, 4, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\LayerStack.lua", "Luau", 0, 9, 0, 0, 0, 1, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\biomeUtils.lua", "Luau", 0, 67, 0, 0, 0, 5, 72
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\init.lua", "Luau", 0, 58, 0, 0, 0, 3, 61
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\BaseLandLayer.lua", "Luau", 0, 10, 0, 0, 0, 1, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\IslandLayer.lua", "Luau", 0, 18, 0, 0, 0, 1, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\JustLandLayer.lua", "Luau", 0, 9, 0, 0, 0, 1, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\land\LandLayer.lua", "Luau", 0, 30, 0, 0, 0, 0, 30
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\noise\NoiseLayer.lua", "Luau", 0, 13, 0, 0, 0, 2, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\ScaleLayer.lua", "Luau", 0, 42, 0, 0, 0, 10, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\SmoothScaleLayer.lua", "Luau", 0, 21, 0, 0, 0, 3, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\scale\VoronoiLayer.lua", "Luau", 0, 10, 0, 0, 0, 2, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\ColdLayer.lua", "Luau", 0, 18, 0, 0, 0, 3, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\CoolLayer.lua", "Luau", 0, 13, 0, 0, 0, 2, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\SpecialLayer.lua", "Luau", 0, 15, 0, 0, 0, 3, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\temperature\WarmLayer.lua", "Luau", 0, 16, 0, 0, 0, 3, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\DimensionStack.lua", "Luau", 0, 12, 0, 0, 0, 3, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Actor\Main.meta.json", "JSON", 5, 0, 0, 0, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Actor\Main.server.lua", "Luau", 0, 22, 0, 0, 0, 2, 24
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Actor\init.meta.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Overworld.lua", "Luau", 0, 30, 0, 0, 5, 12, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Tasks\init.lua", "Luau", 0, 427, 0, 0, 3, 15, 445
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Utils.lua", "Luau", 0, 22, 0, 0, 0, 0, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\WorkerHandler.lua", "Luau", 0, 70, 0, 0, 0, 7, 77
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\init.lua", "Luau", 0, 45, 0, 0, 0, 1, 46
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\caves\init.lua", "Luau", 0, 15, 0, 0, 0, 3, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\caves\noodle.lua", "Luau", 0, 76, 0, 0, 0, 2, 78
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\caves\perlineWorms.lua", "Luau", 0, 111, 0, 0, 1, 15, 127
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\foliage\init.lua", "Luau", 0, 84, 0, 0, 15, 6, 105
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\ore\init.lua", "Luau", 0, 84, 0, 0, 15, 11, 110
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\features\structures\init.lua", "Luau", 0, 238, 0, 0, 4, 10, 252
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\terrian\init.lua", "Luau", 0, 46, 0, 0, 1, 6, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Carver2.lua", "Luau", 0, 129, 0, 0, 0, 18, 147
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Distributions\init.lua", "Luau", 0, 40, 0, 0, 1, 9, 50
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Distributions\triangularDistribution.lua", "Luau", 0, 19, 0, 0, 0, 3, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\Distributions\uniformDistribution.lua", "Luau", 0, 13, 0, 0, 0, 3, 16
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\carver.lua", "Luau", 0, 219, 0, 0, 10, 7, 236
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\noise.lua", "Luau", 0, 57, 0, 0, 0, 12, 69
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\range.lua", "Luau", 0, 34, 0, 0, 1, 7, 42
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\math\triangularDistribution.lua", "Luau", 0, 28, 0, 0, 1, 3, 32
