"filename", "language", "JSON", "Lua", "Markdown", "Log", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\DelayHandler.lua", "Lua", 0, 47, 0, 0, 0, 1, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\EntityAttribute.lua", "Lua", 0, 81, 0, 0, 0, 0, 81
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua", "Lua", 0, 109, 0, 0, 2, 1, 112
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\compressor.lua", "Lua", 0, 169, 0, 0, 2, 12, 183
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\ArmsManager.lua", "Lua", 0, 168, 0, 0, 1, 1, 170
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\CraftingManager.lua", "Lua", 0, 145, 0, 0, 3, 3, 151
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\HotBarManager.lua", "Lua", 0, 68, 0, 0, 0, 0, 68
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\InventoryManager.lua", "Lua", 0, 143, 0, 0, 7, 3, 153
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\PlayerDollHandler.lua", "Lua", 0, 38, 0, 0, 0, 1, 39
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\UIContainerManager.lua", "Lua", 0, 270, 0, 0, 2, 7, 279
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\init.lua", "Lua", 0, 11, 0, 0, 0, 0, 11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ModdingModules.lua", "Lua", 0, 19, 0, 0, 0, 1, 20
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\FunctionsToMultiThread.lua", "Lua", 0, 129, 0, 0, 2, 4, 135
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\GlobalMemory.lua", "Lua", 0, 35, 0, 0, 0, 1, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\init.lua", "Lua", 0, 209, 0, 0, 11, 4, 224
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\QuickFunctions\init.lua", "Lua", 0, 439, 0, 0, 15, 4, 458
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Ray.lua", "Lua", 0, 97, 0, 0, 1, 0, 98
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\Culling.lua", "Lua", 0, 140, 0, 0, 6, 2, 148
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\GreedyMesh.lua", "Lua", 0, 206, 0, 0, 0, 0, 206
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\GreedyMeshingHandler.lua", "Lua", 0, 13, 0, 0, 1, 12, 26
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\Render.lua", "Lua", 0, 320, 0, 0, 20, 5, 345
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler.lua", "Lua", 0, 87, 0, 0, 6, 2, 95
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__Init__.server.lua", "Lua", 0, 166, 0, 0, 12, 6, 184
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\DataStores\BlockSaver.lua", "Lua", 0, 88, 0, 0, 1, 0, 89
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\DataStores\init.lua", "Lua", 0, 2, 0, 0, 0, 1, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\EntityAttributesCreator.lua", "Lua", 0, 209, 0, 0, 1, 2, 212
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\init.lua", "Lua", 0, 160, 0, 0, 14, 7, 181
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\LargeChunk.lua", "Lua", 0, 54, 0, 0, 0, 1, 55
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PathFinding.lua", "Lua", 0, 253, 0, 0, 26, 13, 292
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PlayerControlsHandler.lua", "Lua", 0, 34, 0, 0, 0, 2, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\Chunk.lua", "Lua", 0, 154, 0, 0, 32, 7, 193
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\DataHandler.lua", "Lua", 0, 80, 0, 0, 59, 2, 141
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\EntityHandler.lua", "Lua", 0, 305, 0, 0, 3, 2, 310
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller.lua", "Lua", 0, 483, 0, 0, 16, 7, 506
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings.lua", "Lua", 0, 0, 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Lua", 0, 376, 0, 0, 7, 6, 389
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\Workspace\SimplexModule.lua", "Lua", 0, 253, 0, 0, 3, 58, 314
"Total", "-", 75, 9965, 12, 2, 470, 652, 11176
